song_title,album_release_date_iso,play_date_iso,years_since_release
She’s the One,1975-01-01,2014-02-16,39.13
Meeting Across the River,1975-01-01,2014-02-16,39.13
Jungleland,1975-01-01,2014-02-16,39.13
Heaven’s Wall,2014-01-01,2014-02-16,0.13
Waitin’ on a Sunny Day,2002-01-01,2014-02-16,12.13
The Rising,2002-01-01,2014-02-16,12.13
The Ghost of Tom Joad,1995-01-01,2014-02-16,19.13
Land of Hope and Dreams,2012-01-01,2014-02-16,2.13
We Are Alive,2012-01-01,2014-02-16,2.13
Ramrod,1980-01-01,2014-02-16,34.13
Bobby Jean,1984-01-01,2014-02-16,30.13
Dancing in the Dark,1984-01-01,2014-02-16,30.13
Darkness on the Edge of Town,1978-01-01,2014-02-15,36.12
Badlands,1978-01-01,2014-02-15,36.12
High Hopes,2014-01-01,2014-02-15,0.12
Just Like Fire Would,2014-01-01,2014-02-15,0.12
Hungry Heart,1980-01-01,2014-02-15,34.13
Born in the U.S.A.,1984-01-01,2014-02-15,30.13
Cover Me,1984-01-01,2014-02-15,30.13
Darlington County,1984-01-01,2014-02-15,30.13
Working on the Highway,1984-01-01,2014-02-15,30.13
Downbound Train,1984-01-01,2014-02-15,30.13
I’m on Fire,1984-01-01,2014-02-15,30.13
No Surrender,1984-01-01,2014-02-15,30.13
Bobby Jean,1984-01-01,2014-02-15,30.13
I’m Goin’ Down,1984-01-01,2014-02-15,30.13
Glory Days,1984-01-01,2014-02-15,30.13
Dancing in the Dark,1984-01-01,2014-02-15,30.13
My Hometown,1984-01-01,2014-02-15,30.13
Factory,1978-01-01,2014-02-15,36.12
Shackled and Drawn,2012-01-01,2014-02-15,2.12
The Ghost of Tom Joad,1995-01-01,2014-02-15,19.12
The Rising,2002-01-01,2014-02-15,12.12
Land of Hope and Dreams,2012-01-01,2014-02-15,2.12
Heaven’s Wall,2014-01-01,2014-02-15,0.12
Born to Run,1975-01-01,2014-02-15,39.12
Rosalita (Come Out Tonight),1973-01-01,2014-02-15,41.12
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-15,39.12
Thunder Road,1975-01-01,2014-02-15,39.12
Jackson Cage,1980-01-01,2014-02-12,34.12
She’s the One,1975-01-01,2014-02-12,39.12
Backstreets,1975-01-01,2014-02-12,39.12
Cover Me,1984-01-01,2014-02-12,30.12
High Hopes,2014-01-01,2014-02-12,0.11
Just Like Fire Would,2014-01-01,2014-02-12,0.11
Hungry Heart,1980-01-01,2014-02-12,34.12
Better Days,1992-01-01,2014-02-12,22.12
The Promised Land,1978-01-01,2014-02-12,36.12
The River,1980-01-01,2014-02-12,34.12
American Skin (41 Shots),2014-01-01,2014-02-12,0.11
Long Walk Home,2007-01-01,2014-02-12,7.12
Pay Me My Money Down,2006-01-01,2014-02-12,8.12
Shackled and Drawn,2012-01-01,2014-02-12,2.12
Radio Nowhere,2007-01-01,2014-02-12,7.12
Lonesome Day,2002-01-01,2014-02-12,12.12
The Ghost of Tom Joad,1995-01-01,2014-02-12,19.12
Badlands,1978-01-01,2014-02-12,36.12
Hunter of Invisible Game,2014-01-01,2014-02-12,0.11
Jungleland,1975-01-01,2014-02-12,39.12
Born to Run,1975-01-01,2014-02-12,39.12
Dancing in the Dark,1984-01-01,2014-02-12,30.12
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-12,39.12
I’ll Work for Your Love,2007-01-01,2014-02-12,7.12
Thunder Road,1975-01-01,2014-02-12,39.12
Badlands,1978-01-01,2014-02-11,36.11
High Hopes,2014-01-01,2014-02-11,0.11
Just Like Fire Would,2014-01-01,2014-02-11,0.11
We Take Care of Our Own,2012-01-01,2014-02-11,2.11
Wrecking Ball,2012-01-01,2014-02-11,2.11
Death to My Hometown,2012-01-01,2014-02-11,2.11
Jack of All Trades,2012-01-01,2014-02-11,2.11
Human Touch,1992-01-01,2014-02-11,22.11
Spirit in the Night,1973-01-01,2014-02-11,41.11
Heaven’s Wall,2014-01-01,2014-02-11,0.11
Darkness on the Edge of Town,1978-01-01,2014-02-11,36.11
Prove It All Night,1978-01-01,2014-02-11,36.11
Mary’s Place,2002-01-01,2014-02-11,12.11
This Is Your Sword,2014-01-01,2014-02-11,0.11
Darlington County,1984-01-01,2014-02-11,30.11
Shackled and Drawn,2012-01-01,2014-02-11,2.11
Waitin’ on a Sunny Day,2002-01-01,2014-02-11,12.11
The Ghost of Tom Joad,1995-01-01,2014-02-11,19.11
The Rising,2002-01-01,2014-02-11,12.11
Born to Run,1975-01-01,2014-02-11,39.11
Ramrod,1980-01-01,2014-02-11,34.11
Dancing in the Dark,1984-01-01,2014-02-11,30.11
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-11,39.11
If I Should Fall Behind,1992-01-01,2014-02-11,22.11
Thunder Road,1975-01-01,2014-02-11,39.11
Badlands,1978-01-01,2014-02-08,36.10
Adam Raised a Cain,1978-01-01,2014-02-08,36.10
Streets of Fire,1978-01-01,2014-02-08,36.10
Candy’s Room,1978-01-01,2014-02-08,36.10
High Hopes,2014-01-01,2014-02-08,0.10
Just Like Fire Would,2014-01-01,2014-02-08,0.10
Spirit in the Night,1973-01-01,2014-02-08,41.10
Wrecking Ball,2012-01-01,2014-02-08,2.11
No Surrender,1984-01-01,2014-02-08,30.11
Bobby Jean,1984-01-01,2014-02-08,30.11
Because the Night,2010-01-01,2014-02-08,4.10
Downbound Train,1984-01-01,2014-02-08,30.11
Heaven’s Wall,2014-01-01,2014-02-08,0.10
Open All Night,1982-01-01,2014-02-08,32.10
Shackled and Drawn,2012-01-01,2014-02-08,2.11
Radio Nowhere,2007-01-01,2014-02-08,7.10
The Ghost of Tom Joad,1995-01-01,2014-02-08,19.11
Land of Hope and Dreams,2012-01-01,2014-02-08,2.11
The Promise,2010-01-01,2014-02-08,4.10
Born in the U.S.A.,1984-01-01,2014-02-08,30.11
Born to Run,1975-01-01,2014-02-08,39.11
Dancing in the Dark,1984-01-01,2014-02-08,30.11
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-08,39.11
Terry’s Song,2007-01-01,2014-02-08,7.10
Thunder Road,1975-01-01,2014-02-08,39.11
Badlands,1978-01-01,2014-02-07,36.10
Out in the Street,1980-01-01,2014-02-07,34.10
Sherry Darling,1980-01-01,2014-02-07,34.10
Two Hearts,1980-01-01,2014-02-07,34.10
High Hopes,2014-01-01,2014-02-07,0.10
Just Like Fire Would,2014-01-01,2014-02-07,0.10
Death to My Hometown,2012-01-01,2014-02-07,2.10
Hungry Heart,1980-01-01,2014-02-07,34.10
Girls in Their Summer Clothes,2007-01-01,2014-02-07,7.10
Save My Love,2010-01-01,2014-02-07,4.10
Atlantic City,1982-01-01,2014-02-07,32.10
Youngstown,1995-01-01,2014-02-07,19.10
Johnny 99,1982-01-01,2014-02-07,32.10
Pay Me My Money Down,2006-01-01,2014-02-07,8.10
Shackled and Drawn,2012-01-01,2014-02-07,2.10
Waitin’ on a Sunny Day,2002-01-01,2014-02-07,12.10
The Ghost of Tom Joad,1995-01-01,2014-02-07,19.10
The Rising,2002-01-01,2014-02-07,12.10
Heaven’s Wall,2014-01-01,2014-02-07,0.10
Rosalita (Come Out Tonight),1973-01-01,2014-02-07,41.10
Born to Run,1975-01-01,2014-02-07,39.10
Dancing in the Dark,1984-01-01,2014-02-07,30.10
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-07,39.10
I’ll Work for Your Love,2007-01-01,2014-02-07,7.10
Thunder Road,1975-01-01,2014-02-07,39.10
Frankie Fell in Love,2014-01-01,2014-02-05,0.10
High Hopes,2014-01-01,2014-02-05,0.10
Just Like Fire Would,2014-01-01,2014-02-05,0.10
Badlands,1978-01-01,2014-02-05,36.10
Hungry Heart,1980-01-01,2014-02-05,34.10
The E Street Shuffle,1973-01-01,2014-02-05,41.10
Kitty’s Back,1973-01-01,2014-02-05,41.10
Wrecking Ball,2012-01-01,2014-02-05,2.10
Death to My Hometown,2012-01-01,2014-02-05,2.10
The River,1980-01-01,2014-02-05,34.10
Heaven’s Wall,2014-01-01,2014-02-05,0.10
American Skin (41 Shots),2014-01-01,2014-02-05,0.10
Because the Night,2010-01-01,2014-02-05,4.10
She’s the One,1975-01-01,2014-02-05,39.10
Working on the Highway,1984-01-01,2014-02-05,30.10
Darlington County,1984-01-01,2014-02-05,30.10
Shackled and Drawn,2012-01-01,2014-02-05,2.10
Waitin’ on a Sunny Day,2002-01-01,2014-02-05,12.10
For You,1973-01-01,2014-02-05,41.10
The Ghost of Tom Joad,1995-01-01,2014-02-05,19.10
The Rising,2002-01-01,2014-02-05,12.10
Ramrod,1980-01-01,2014-02-05,34.10
Born to Run,1975-01-01,2014-02-05,39.10
Dancing in the Dark,1984-01-01,2014-02-05,30.10
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-05,39.10
Thunder Road,1975-01-01,2014-02-05,39.10
Working on the Highway,1984-01-01,2014-02-01,30.09
I’ll Work for Your Love,2007-01-01,2014-02-01,7.09
Growin’ Up,1973-01-01,2014-02-01,41.09
Land of Hope and Dreams,2012-01-01,2014-02-01,2.09
No Surrender,1984-01-01,2014-02-01,30.09
Out in the Street,1980-01-01,2014-02-01,34.09
Cadillac Ranch,1980-01-01,2014-02-01,34.09
High Hopes,2014-01-01,2014-02-01,0.08
Wrecking Ball,2012-01-01,2014-02-01,2.09
Death to My Hometown,2012-01-01,2014-02-01,2.09
Hungry Heart,1980-01-01,2014-02-01,34.09
I’m on Fire,1984-01-01,2014-02-01,30.09
The River,1980-01-01,2014-02-01,34.09
American Skin (41 Shots),2014-01-01,2014-02-01,0.08
Heaven’s Wall,2014-01-01,2014-02-01,0.08
Johnny 99,1982-01-01,2014-02-01,32.09
Working on the Highway,1984-01-01,2014-02-01,30.09
Darlington County,1984-01-01,2014-02-01,30.09
Shackled and Drawn,2012-01-01,2014-02-01,2.09
Waitin’ on a Sunny Day,2002-01-01,2014-02-01,12.09
The Rising,2002-01-01,2014-02-01,12.09
The Ghost of Tom Joad,1995-01-01,2014-02-01,19.09
Badlands,1978-01-01,2014-02-01,36.09
Born in the U.S.A.,1984-01-01,2014-02-01,30.09
Born to Run,1975-01-01,2014-02-01,39.09
Bobby Jean,1984-01-01,2014-02-01,30.09
Dancing in the Dark,1984-01-01,2014-02-01,30.09
Tenth Avenue Freeze‐Out,1975-01-01,2014-02-01,39.09
Thunder Road,1975-01-01,2014-02-01,39.09
We Take Care of Our Own,2012-01-01,2014-01-29,2.08
Night,1975-01-01,2014-01-29,39.08
Rosalita (Come Out Tonight),1973-01-01,2014-01-29,41.08
High Hopes,2014-01-01,2014-01-29,0.08
Adam Raised a Cain,1978-01-01,2014-01-29,36.08
Something in the Night,1978-01-01,2014-01-29,36.08
Wrecking Ball,2012-01-01,2014-01-29,2.08
Death to My Hometown,2012-01-01,2014-01-29,2.08
Hungry Heart,1980-01-01,2014-01-29,34.08
Tougher Than the Rest,1987-01-01,2014-01-29,27.08
Jack of All Trades,2012-01-01,2014-01-29,2.08
Heaven’s Wall,2014-01-01,2014-01-29,0.08
This Is Your Sword,2014-01-01,2014-01-29,0.08
Because the Night,2010-01-01,2014-01-29,4.08
She’s the One,1975-01-01,2014-01-29,39.08
Working on the Highway,1984-01-01,2014-01-29,30.08
Shackled and Drawn,2012-01-01,2014-01-29,2.08
Waitin’ on a Sunny Day,2002-01-01,2014-01-29,12.08
The Rising,2002-01-01,2014-01-29,12.08
The Ghost of Tom Joad,1995-01-01,2014-01-29,19.08
Badlands,1978-01-01,2014-01-29,36.08
Rocky Ground,2012-01-01,2014-01-29,2.08
Born to Run,1975-01-01,2014-01-29,39.08
Glory Days,1984-01-01,2014-01-29,30.08
Dancing in the Dark,1984-01-01,2014-01-29,30.08
Tenth Avenue Freeze‐Out,1975-01-01,2014-01-29,39.08
Thunder Road,1975-01-01,2014-01-29,39.08
No Surrender,1984-01-01,2014-01-28,30.08
Two Hearts,1980-01-01,2014-01-28,34.08
The Ties That Bind,1980-01-01,2014-01-28,34.08
High Hopes,2014-01-01,2014-01-28,0.07
Prove It All Night,1978-01-01,2014-01-28,36.07
Darkness on the Edge of Town,1978-01-01,2014-01-28,36.07
Spirit in the Night,1973-01-01,2014-01-28,41.07
Heaven’s Wall,2014-01-01,2014-01-28,0.07
Just Like Fire Would,2014-01-01,2014-01-28,0.07
American Skin (41 Shots),2014-01-01,2014-01-28,0.07
The Promised Land,1978-01-01,2014-01-28,36.07
Open All Night,1982-01-01,2014-01-28,32.07
Shackled and Drawn,2012-01-01,2014-01-28,2.08
Waitin’ on a Sunny Day,2002-01-01,2014-01-28,12.07
Lonesome Day,2002-01-01,2014-01-28,12.07
The Rising,2002-01-01,2014-01-28,12.07
Badlands,1978-01-01,2014-01-28,36.07
We Shall Overcome,2006-01-01,2014-01-28,8.07
Born in the U.S.A.,1984-01-01,2014-01-28,30.08
Born to Run,1975-01-01,2014-01-28,39.08
Bobby Jean,1984-01-01,2014-01-28,30.08
Dancing in the Dark,1984-01-01,2014-01-28,30.08
Tenth Avenue Freeze‐Out,1975-01-01,2014-01-28,39.08
I’ll Work for Your Love,2007-01-01,2014-01-26,7.07
Growin’ Up,1973-01-01,2014-01-26,41.07
Badlands,1978-01-01,2014-01-26,36.07
Death to My Hometown,2012-01-01,2014-01-26,2.07
Out in the Street,1980-01-01,2014-01-26,34.07
High Hopes,2014-01-01,2014-01-26,0.07
Spirit in the Night,1973-01-01,2014-01-26,41.07
Hungry Heart,1980-01-01,2014-01-26,34.07
The River,1980-01-01,2014-01-26,34.07
Heaven’s Wall,2014-01-01,2014-01-26,0.07
Atlantic City,1982-01-01,2014-01-26,32.07
Johnny 99,1982-01-01,2014-01-26,32.07
Pay Me My Money Down,2006-01-01,2014-01-26,8.07
American Skin (41 Shots),2014-01-01,2014-01-26,0.07
Because the Night,2010-01-01,2014-01-26,4.07
Darlington County,1984-01-01,2014-01-26,30.07
Shackled and Drawn,2012-01-01,2014-01-26,2.07
Waitin’ on a Sunny Day,2002-01-01,2014-01-26,12.07
The Rising,2002-01-01,2014-01-26,12.07
The Ghost of Tom Joad,1995-01-01,2014-01-26,19.07
Land of Hope and Dreams,2012-01-01,2014-01-26,2.07
We Are Alive,2012-01-01,2014-01-26,2.07
Born in the U.S.A.,1984-01-01,2014-01-26,30.07
Born to Run,1975-01-01,2014-01-26,39.07
Dancing in the Dark,1984-01-01,2014-01-26,30.07
Tenth Avenue Freeze‐Out,1975-01-01,2014-01-26,39.07
Thunder Road,1975-01-01,2014-01-26,39.07
Adam Raised a Cain,1978-01-01,2014-01-18,36.05
Darkness on the Edge of Town,1978-01-01,2014-01-18,36.05
Atlantic City,1982-01-01,2014-01-18,32.05
Frankie Fell in Love,2014-01-01,2014-01-18,0.05
Save My Love,2010-01-01,2014-01-18,4.05
Because the Night,2010-01-01,2014-01-18,4.05
The Promised Land,1978-01-01,2014-01-18,36.05
Thunder Road,1975-01-01,2014-01-18,39.05
High Hopes,2014-01-01,2014-01-14,0.04
Heaven’s Wall,2014-01-01,2014-01-14,0.04
Just Like Fire Would,2014-01-01,2014-01-14,0.04
Dancing in the Dark,1984-01-01,2013-11-06,29.85
If I Should Fall Behind,1992-01-01,2013-11-06,21.85
Dream Baby Dream,2014-01-01,2013-11-06,-0.15
Badlands,1978-01-01,2013-09-21,35.72
Death to My Hometown,2012-01-01,2013-09-21,1.72
Spirit in the Night,1973-01-01,2013-09-21,40.72
Hungry Heart,1980-01-01,2013-09-21,33.72
Born in the U.S.A.,1984-01-01,2013-09-21,29.72
Cover Me,1984-01-01,2013-09-21,29.72
Darlington County,1984-01-01,2013-09-21,29.72
Working on the Highway,1984-01-01,2013-09-21,29.72
Downbound Train,1984-01-01,2013-09-21,29.72
I’m on Fire,1984-01-01,2013-09-21,29.72
No Surrender,1984-01-01,2013-09-21,29.72
Bobby Jean,1984-01-01,2013-09-21,29.72
I’m Goin’ Down,1984-01-01,2013-09-21,29.72
Glory Days,1984-01-01,2013-09-21,29.72
Dancing in the Dark,1984-01-01,2013-09-21,29.72
My Hometown,1984-01-01,2013-09-21,29.72
Shackled and Drawn,2012-01-01,2013-09-21,1.72
Waitin’ on a Sunny Day,2002-01-01,2013-09-21,11.72
The Rising,2002-01-01,2013-09-21,11.72
Land of Hope and Dreams,2012-01-01,2013-09-21,1.72
Thunder Road,1975-01-01,2013-09-21,38.72
Born to Run,1975-01-01,2013-09-21,38.72
Tenth Avenue Freeze‐Out,1975-01-01,2013-09-21,38.72
We Take Care of Our Own,2012-01-01,2013-09-18,1.71
Badlands,1978-01-01,2013-09-18,35.71
Death to My Hometown,2012-01-01,2013-09-18,1.71
Spirit in the Night,1973-01-01,2013-09-18,40.71
Darkness on the Edge of Town,1978-01-01,2013-09-18,35.71
Prove It All Night,1978-01-01,2013-09-18,35.71
No Surrender,1984-01-01,2013-09-18,29.71
Bobby Jean,1984-01-01,2013-09-18,29.71
Hungry Heart,1980-01-01,2013-09-18,33.71
The River,1980-01-01,2013-09-18,33.71
American Skin (41 Shots),2014-01-01,2013-09-18,-0.29
Because the Night,2010-01-01,2013-09-18,3.71
She’s the One,1975-01-01,2013-09-18,38.71
Darlington County,1984-01-01,2013-09-18,29.71
Working on the Highway,1984-01-01,2013-09-18,29.71
Shackled and Drawn,2012-01-01,2013-09-18,1.71
Waitin’ on a Sunny Day,2002-01-01,2013-09-18,11.71
The Rising,2002-01-01,2013-09-18,11.71
Thunder Road,1975-01-01,2013-09-18,38.71
Land of Hope and Dreams,2012-01-01,2013-09-18,1.71
We Are Alive,2012-01-01,2013-09-18,1.71
Born in the U.S.A.,1984-01-01,2013-09-18,29.71
Born to Run,1975-01-01,2013-09-18,38.71
Dancing in the Dark,1984-01-01,2013-09-18,29.71
Tenth Avenue Freeze‐Out,1975-01-01,2013-09-18,38.71
We Take Care of Our Own,2012-01-01,2013-09-14,1.70
Badlands,1978-01-01,2013-09-14,35.70
Death to My Hometown,2012-01-01,2013-09-14,1.70
No Surrender,1984-01-01,2013-09-14,29.70
Downbound Train,1984-01-01,2013-09-14,29.70
Something in the Night,1978-01-01,2013-09-14,35.70
Spirit in the Night,1973-01-01,2013-09-14,40.70
Cover Me,1984-01-01,2013-09-14,29.70
She’s the One,1975-01-01,2013-09-14,38.70
The Promised Land,1978-01-01,2013-09-14,35.70
Hungry Heart,1980-01-01,2013-09-14,33.70
The River,1980-01-01,2013-09-14,33.70
American Skin (41 Shots),2014-01-01,2013-09-14,-0.30
Because the Night,2010-01-01,2013-09-14,3.70
Darlington County,1984-01-01,2013-09-14,29.70
Shackled and Drawn,2012-01-01,2013-09-14,1.70
Waitin’ on a Sunny Day,2002-01-01,2013-09-14,11.70
The Rising,2002-01-01,2013-09-14,11.70
Thunder Road,1975-01-01,2013-09-14,38.70
Land of Hope and Dreams,2012-01-01,2013-09-14,1.70
We Are Alive,2012-01-01,2013-09-14,1.70
Born in the U.S.A.,1984-01-01,2013-09-14,29.70
Born to Run,1975-01-01,2013-09-14,38.70
Bobby Jean,1984-01-01,2013-09-14,29.70
Glory Days,1984-01-01,2013-09-14,29.70
Dancing in the Dark,1984-01-01,2013-09-14,29.70
Tenth Avenue Freeze‐Out,1975-01-01,2013-09-14,38.70
We Take Care of Our Own,2012-01-01,2013-09-12,1.70
Wrecking Ball,2012-01-01,2013-09-12,1.70
Badlands,1978-01-01,2013-09-12,35.70
Death to My Hometown,2012-01-01,2013-09-12,1.70
Spirit in the Night,1973-01-01,2013-09-12,40.70
The E Street Shuffle,1973-01-01,2013-09-12,40.70
My City of Ruins,2002-01-01,2013-09-12,11.70
Atlantic City,1982-01-01,2013-09-12,31.70
Johnny 99,1982-01-01,2013-09-12,31.70
Cadillac Ranch,1980-01-01,2013-09-12,33.70
The River,1980-01-01,2013-09-12,33.70
Because the Night,2010-01-01,2013-09-12,3.70
She’s the One,1975-01-01,2013-09-12,38.70
Darlington County,1984-01-01,2013-09-12,29.70
Working on the Highway,1984-01-01,2013-09-12,29.70
Shackled and Drawn,2012-01-01,2013-09-12,1.70
Waitin’ on a Sunny Day,2002-01-01,2013-09-12,11.70
The Rising,2002-01-01,2013-09-12,11.70
Thunder Road,1975-01-01,2013-09-12,38.70
Land of Hope and Dreams,2012-01-01,2013-09-12,1.70
We Are Alive,2012-01-01,2013-09-12,1.70
Born in the U.S.A.,1984-01-01,2013-09-12,29.70
Born to Run,1975-01-01,2013-09-12,38.70
Dancing in the Dark,1984-01-01,2013-09-12,29.70
Tenth Avenue Freeze‐Out,1975-01-01,2013-09-12,38.70
Rosalita (Come Out Tonight),1973-01-01,2013-09-12,40.70
Badlands,1978-01-01,2013-07-28,35.57
We Take Care of Our Own,2012-01-01,2013-07-28,1.57
Adam Raised a Cain,1978-01-01,2013-07-28,35.57
Death to My Hometown,2012-01-01,2013-07-28,1.57
American Skin (41 Shots),2014-01-01,2013-07-28,-0.43
The Promised Land,1978-01-01,2013-07-28,35.57
Wrecking Ball,2012-01-01,2013-07-28,1.57
Spirit in the Night,1973-01-01,2013-07-28,40.57
The River,1980-01-01,2013-07-28,33.57
Wild Billy’s Circus Story,1973-01-01,2013-07-28,40.57
Thunder Road,1975-01-01,2013-07-28,38.57
Tenth Avenue Freeze‐Out,1975-01-01,2013-07-28,38.57
Night,1975-01-01,2013-07-28,38.57
Backstreets,1975-01-01,2013-07-28,38.57
Born to Run,1975-01-01,2013-07-28,38.57
She’s the One,1975-01-01,2013-07-28,38.57
Meeting Across the River,1975-01-01,2013-07-28,38.57
Jungleland,1975-01-01,2013-07-28,38.57
The Rising,2002-01-01,2013-07-28,11.57
Land of Hope and Dreams,2012-01-01,2013-07-28,1.57
Born in the U.S.A.,1984-01-01,2013-07-28,29.57
Bobby Jean,1984-01-01,2013-07-28,29.57
Dancing in the Dark,1984-01-01,2013-07-28,29.57
Badlands,1978-01-01,2013-07-27,35.57
Out in the Street,1980-01-01,2013-07-27,33.57
Death to My Hometown,2012-01-01,2013-07-27,1.57
Johnny 99,1982-01-01,2013-07-27,31.57
Wrecking Ball,2012-01-01,2013-07-27,1.57
Long Time Comin’,2005-01-01,2013-07-27,8.57
Jack of All Trades,2012-01-01,2013-07-27,1.57
The River,1980-01-01,2013-07-27,33.57
Born in the U.S.A.,1984-01-01,2013-07-27,29.57
Cover Me,1984-01-01,2013-07-27,29.57
Darlington County,1984-01-01,2013-07-27,29.57
Working on the Highway,1984-01-01,2013-07-27,29.57
Downbound Train,1984-01-01,2013-07-27,29.57
I’m on Fire,1984-01-01,2013-07-27,29.57
No Surrender,1984-01-01,2013-07-27,29.57
Bobby Jean,1984-01-01,2013-07-27,29.57
I’m Goin’ Down,1984-01-01,2013-07-27,29.57
Glory Days,1984-01-01,2013-07-27,29.57
Dancing in the Dark,1984-01-01,2013-07-27,29.57
My Hometown,1984-01-01,2013-07-27,29.57
Waitin’ on a Sunny Day,2002-01-01,2013-07-27,11.57
The Rising,2002-01-01,2013-07-27,11.57
Land of Hope and Dreams,2012-01-01,2013-07-27,1.57
Drive All Night,1980-01-01,2013-07-27,33.57
Born to Run,1975-01-01,2013-07-27,38.57
Tenth Avenue Freeze‐Out,1975-01-01,2013-07-27,38.57
Thunder Road,1975-01-01,2013-07-27,38.57
No Surrender,1984-01-01,2013-07-24,29.56
Something in the Night,1978-01-01,2013-07-24,35.56
American Skin (41 Shots),2014-01-01,2013-07-24,-0.44
The Promised Land,1978-01-01,2013-07-24,35.56
Hungry Heart,1980-01-01,2013-07-24,33.56
Local Hero,1992-01-01,2013-07-24,21.56
Gotta Get That Feeling,2010-01-01,2013-07-24,3.56
Wrecking Ball,2012-01-01,2013-07-24,1.56
Death to My Hometown,2012-01-01,2013-07-24,1.56
This Depression,2012-01-01,2013-07-24,1.56
Because the Night,2010-01-01,2013-07-24,3.56
Darlington County,1984-01-01,2013-07-24,29.56
Shackled and Drawn,2012-01-01,2013-07-24,1.56
Waitin’ on a Sunny Day,2002-01-01,2013-07-24,11.56
The Rising,2002-01-01,2013-07-24,11.56
Land of Hope and Dreams,2012-01-01,2013-07-24,1.56
Atlantic City,1982-01-01,2013-07-24,31.56
Badlands,1978-01-01,2013-07-24,35.56
Born to Run,1975-01-01,2013-07-24,38.56
Dancing in the Dark,1984-01-01,2013-07-24,29.56
Tenth Avenue Freeze‐Out,1975-01-01,2013-07-24,38.56
If I Should Fall Behind,1992-01-01,2013-07-24,21.56
Thunder Road,1975-01-01,2013-07-24,38.56
Long Walk Home,2007-01-01,2013-07-23,6.56
Adam Raised a Cain,1978-01-01,2013-07-23,35.56
Prove It All Night,1978-01-01,2013-07-23,35.56
Death to My Hometown,2012-01-01,2013-07-23,1.56
We Take Care of Our Own,2012-01-01,2013-07-23,1.56
